CHRG_DESC,PREM_DESC,ADDRESS,LAT_LONG,DATETIME,DOW,DISTRICT,CASE_NUMBER
ROBBERY,PARKING LOT/GARAGE,WHALLEY AVE & SHERMA,"41.3166418, -72.9423794",2019-12-03T23:02:00Z,TUE,10,19048578
ROBBERY,RESTAURANT,470 WHALLEY AVE,"41.3190022, -72.9490249",2019-12-04T00:35:00Z,WED,10,19048576
ROBBERY,SPECIALITY STORE,55 WHALLEY AVE,"41.3138399, -72.9342735",2019-12-03T16:46:00Z,TUE,10,19048526
BURGLARY,RESIDENCE/HOME,44 ORANGE ST,"41.3039343, -72.9255795",2020-01-16T07:44:00Z,THU,1,20002571
LARCENY,STREET/HIGHWAY/ALLEYWAY,CHAPEL ST & TEMPLE ST,"41.3065735, -72.92699",2020-01-17T18:44:00Z,FRI,1,20003008
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,956 CHAPEL ST,"41.3067825, -72.92777559999999",2020-01-18T16:19:00Z,SAT,1,20003142
BURGLARY,RESIDENCE/HOME,492 FOUNTAIN ST,"41.327171, -72.977384",2020-01-13T07:48:00Z,MON,2,20002030
LARCENY,STREET/HIGHWAY/ALLEYWAY,37 VICTORY DR,"41.335996, -72.971287",2020-01-13T12:35:00Z,MON,2,20002087
LARCENY,STREET/HIGHWAY/ALLEYWAY,42 ANTHONY ST,"41.3293116, -72.9756982",2020-01-17T14:40:00Z,FRI,2,20002896
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,5 MILLER`S MEWS,"41.349370, -72.954413",2020-01-13T15:00:00Z,MON,2,20002106
BURGLARY,RESTAURANT,84 KIMBERLY AVE,"41.2899439, -72.93379519999999",2020-01-16T23:48:00Z,THU,3,20002785
LARCENY,PARKING LOT/GARAGE,600 LONG WHARF DR,"41.2989773, -72.91237370000002",2020-01-15T17:10:00Z,WED,3,20002492
INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,2 DERBY AVE,"41.3113691, -72.94584900000001",2020-01-13T21:29:00Z,MON,4,20002193
LARCENY,SCHOOL-PRESCHOOL THRU 12TH,1265 CHAPEL ST,"41.3096308, -72.9368929",2020-01-17T10:38:00Z,FRI,4,20002834
MOTOR VEHICLE THEFT,SERVICE/GAS STATION,284 WHALLEY AVE,"41.316283, -72.94207800000001",2020-01-17T00:25:00Z,FRI,4,20002779
LARCENY,STREET/HIGHWAY/ALLEYWAY,31 GREENWOOD ST,"41.3050809, -72.9443264",2020-01-16T11:04:00Z,THU,5,20002606
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,140 LEGION AVE,"41.3056536, -72.9407046",2020-01-13T08:19:00Z,MON,5,20002024
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,70 ORCHARD PL,"41.3187953, -72.9359687",2020-01-16T23:47:00Z,THU,6,20002784
ROBBERY,STREET/HIGHWAY/ALLEYWAY,DIXWELL AVE & MUN,"41.31920239999999, -72.9345441",2020-01-15T10:27:00Z,WED,6,20002410
ROBBERY,STREET/HIGHWAY/ALLEYWAY,70 ORCHARD PL,"41.3187953, -72.9359687",2020-01-16T23:47:00Z,THU,6,20002784
AGGRAVATED ASSAULT,CONVENIENCE STORE,1314 STATE ST,"41.3193579, -72.89929149999999",2020-01-13T19:55:00Z,MON,7,20002185
BURGLARY,RESIDENCE/HOME,65 CANNER ST,"41.3229548, -72.9098929",2020-01-17T09:30:00Z,FRI,7,20002823
BURGLARY,RESIDENCE/HOME,320 SHELTON AVE,"41.3316577, -72.93177659999999",2020-01-13T17:51:00Z,MON,7,20002123
BURGLARY,PARKING LOT/GARAGE,85 EVERIT ST,"41.326347, -72.9134119",2020-01-17T09:16:00Z,FRI,7,20002821
BURGLARY,RESIDENCE/HOME,284 WILLOW ST,"41.3226436, -72.9135965",2020-01-17T14:03:00Z,FRI,7,20002890
BURGLARY,OTHER/UNKNOWN,516 ORANGE ST,"41.314591, -72.9177799",2020-01-18T19:07:00Z,SAT,7,20003161
LARCENY,PARKING LOT/GARAGE,682 WHITNEY AVE,"41.329109, -72.91479629999999",2020-01-17T20:13:00Z,FRI,7,20003029
MOTOR VEHICLE THEFT,RESIDENCE/HOME,550 PROSPECT ST,"41.3269663, -72.92284819999999",2020-01-15T10:23:00Z,WED,7,20002407
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,283 WILLOW ST,"41.3228697, -72.91333019999999",2020-01-15T15:22:00Z,WED,7,20002444
ROBBERY,CONVENIENCE STORE,1312 STATE ST,"41.3191887, -72.8991853",2020-01-14T00:23:00Z,TUE,7,20002195
ROBBERY,STREET/HIGHWAY/ALLEYWAY,1312 STATE ST,"41.3191887, -72.8991853",2020-01-16T05:45:00Z,THU,7,20002567
ROBBERY,STREET/HIGHWAY/ALLEYWAY,BASSETT ST & DIXWELL,"41.3325006, -72.9351629",2020-01-16T19:58:00Z,THU,7,20002759
BURGLARY,PARKING LOT/GARAGE,150 BLATCHLEY AVE,"41.3056791, -72.89924529999999",2020-01-14T20:50:00Z,TUE,8,20002327
INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,FRANKLIN ST & GRAND AVE,"41.3083144, -72.9137891",2020-01-19T13:24:00Z,SUN,8,20003231
LARCENY,RESIDENCE/HOME,105 E PEARL ST,"41.3083316, -72.8911695",2020-01-14T09:52:00Z,TUE,8,20002239
LARCENY,PARKING LOT/GARAGE,368 FERRY ST,"41.3098568, -72.8959227",2020-01-15T08:36:00Z,WED,8,20002388
LARCENY,PARKING LOT/GARAGE,483 EAST ST,"41.3122195, -72.9091667",2020-01-15T09:00:00Z,WED,8,20002399
LARCENY,PARKING LOT/GARAGE,56 HOUSTON ST,"41.3057635, -72.8938318",2020-01-16T11:47:00Z,THU,8,20002621
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,529 LOMBARD ST,"41.3146184, -72.9019218",2020-01-15T07:50:00Z,WED,8,20002403
ROBBERY,STREET/HIGHWAY/ALLEYWAY,85 FERRY ST,"41.3016908, -72.892698",2020-01-19T15:11:00Z,SUN,8,20003234
ROBBERY,RESIDENCE/HOME,480 FERRY ST,"41.3128185, -72.8972379",2020-01-19T03:38:00Z,SUN,8,20003198
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,BAILEY S T,"41.3193814, -72.89128190000001",2020-01-13T18:05:00Z,MON,8,20002167
AGGRAVATED ASSAULT,RESIDENCE/HOME,46 FOXON ST,"41.3197867, -72.87285949999999",2020-01-14T21:07:00Z,TUE,9,20002367
BURGLARY,AUTO DEALERSHIP,150 MIDDLETOWN AVE,"41.3233866, -72.88794109999999",2020-01-13T08:11:00Z,MON,9,20002044
LARCENY,PARKING LOT/GARAGE,336 QUINNIPIAC AVE,"41.2998591, -72.8902658",2020-01-16T06:30:00Z,THU,9,20002569
LARCENY,RESTAURANT,222 FARREN AVE,"41.3005933, -72.8923117",2020-01-19T08:04:00Z,SUN,9,20003203
ROBBERY,STREET/HIGHWAY/ALLEYWAY,110 LEXINGTON AVE,"41.301053, -72.8874104",2020-01-16T23:19:00Z,THU,9,20002781
BURGLARY,RESIDENCE/HOME,155 FITCH ST,"41.3275943, -72.9522301",2020-01-13T01:38:00Z,MON,10,20002017
LARCENY,STREET/HIGHWAY/ALLEYWAY,ELM ST & HUBINGER ST,"41.3191691, -72.954405",2020-01-14T12:44:00Z,TUE,10,20002274
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,86 DICKERMAN ST,"41.3161329, -72.93828599999999",2020-01-18T02:56:00Z,SAT,10,20003080
MOTOR VEHICLE THEFT,RESIDENCE/HOME,192 NORTON ST,"41.3162665, -72.9470073",2020-01-13T09:25:00Z,MON,10,20002040
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,591 ORCHARD ST,"41.3171107, -72.9379899",2020-01-13T10:55:00Z,MON,10,20002062
AGGRAVATED ASSAULT,RESTAURANT,956 CHAPEL ST,"41.3067825, -72.92777559999999",2020-01-09T00:51:00Z,THU,1,20001249
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,235 CHURCH ST,"41.30943449999999, -72.9227559",2020-01-11T19:06:00Z,SAT,1,20001823
ROBBERY,STREET/HIGHWAY/ALLEYWAY,2 WHITNEY AVE,"41.3108107, -72.9228177",2020-01-10T11:45:00Z,FRI,1,20001504
LARCENY,RESIDENCE/HOME,150 FOUNTAIN ST,"41.32655460000001, -72.9643526",2020-01-07T12:30:00Z,TUE,2,20000947
LARCENY,STREET/HIGHWAY/ALLEYWAY,250 FOUNTAIN ST,"41.326925, -72.967961",2020-01-09T13:51:00Z,THU,2,20001296
LARCENY,STREET/HIGHWAY/ALLEYWAY,20 SENECA RD,"41.3309437, -72.9846938",2020-01-10T00:13:00Z,FRI,2,20001452
LARCENY,RESIDENCE/HOME,33 VICTORY DR,"41.3358946, -72.9710575",2020-01-10T19:36:00Z,FRI,2,20001662
MOTOR VEHICLE THEFT,RESIDENCE/HOME,195 CLEVELAND RD,"41.3157442, -72.97062369999999",2020-01-06T08:58:00Z,MON,2,20000726
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,170 S GENESEE ST,"41.3374304, -72.9742081",2020-01-06T12:24:00Z,MON,2,20000769
MOTOR VEHICLE THEFT,RESIDENCE/HOME,45 GREEN HILL TER,"41.3315211, -72.98121569999999",2020-01-08T08:12:00Z,WED,2,20001089
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,574 CENTRAL AVE,"41.3246245, -72.9606989",2020-01-10T01:36:00Z,FRI,2,20001458
AGGRAVATED ASSAULT,LIQUOR STORE,30 ORANGE AVE,"41.297207, -72.950037",2020-01-12T16:43:00Z,SUN,3,20001945
BURGLARY,OTHER/UNKNOWN,630 ELLA T GRASSO BLVD,"41.295786, -72.947709",2020-01-11T01:20:00Z,SAT,3,20001730
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,ELLA T GRASSO BLVD & PLY,"41.2946077, -72.9464756",2020-01-12T01:37:00Z,SUN,3,20001876
LARCENY,SCHOOL-PRESCHOOL THRU 12TH,114 TRUMAN ST,"41.2926213, -72.94093529999999",2020-01-08T10:05:00Z,WED,3,20001104
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,92 TRUMAN ST,"41.2933016, -72.9407738",2020-01-09T05:52:00Z,THU,3,20001259
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,20 PLATT ST,"41.313675, -72.9428889",2020-01-11T19:39:00Z,SAT,4,20001832
LARCENY,STREET/HIGHWAY/ALLEYWAY,33 IRVING ST,"41.31176070000001, -72.9502894",2020-01-07T07:18:00Z,TUE,4,20000906
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,1476 CHAPEL ST,"41.3110955, -72.9451084",2020-01-07T08:12:00Z,TUE,4,20000911
ROBBERY,STREET/HIGHWAY/ALLEYWAY,BROWNELL ST & EDGEWOOD A,"41.315789, -72.952329",2020-01-12T00:02:00Z,SUN,4,20001866
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,53 THORN ST,"41.2967411, -72.9423332",2020-01-07T21:49:00Z,TUE,5,20001059
LARCENY,RESIDENCE/HOME,21 PORTER ST,"41.3032052, -72.9502782",2020-01-06T15:20:00Z,MON,5,20000790
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,69 SYLVAN AVE,"41.3047163, -72.94130439999999",2020-01-12T18:14:00Z,SUN,5,20001976
LARCENY,RESIDENCE/HOME,70 WEBSTER ST,"41.3168911, -72.9319252",2020-01-10T08:49:00Z,FRI,6,20001471
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,16 WILLIS ST,"41.3316892, -72.93585999999999",2020-01-10T14:12:00Z,FRI,7,20001565
BURGLARY,RESIDENCE/HOME,18 POND ST,"41.3341722, -72.936038",2020-01-12T20:17:00Z,SUN,7,20001994
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,CANNER ST & LIVINGST,"41.32389250000001, -72.913687",2020-01-10T23:45:00Z,FRI,7,20001706
LARCENY,RESIDENCE/HOME,191 NEWHALL ST,"41.328995, -72.92830099999999",2020-01-06T05:13:00Z,MON,7,20000716
ROBBERY,RESIDENCE/HOME,68 BASSETT ST,"41.33094, -72.92898199999999",2020-01-07T12:25:00Z,TUE,7,20000955
BURGLARY,RESIDENCE/HOME,195 ATWATER ST,"41.31648, -72.89371919999999",2020-01-11T00:51:00Z,SAT,8,20001726
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,226 CLINTON AVE,"41.3161904, -72.89250779999999",2020-01-06T21:20:00Z,MON,8,20000860
FIREARM DISCHARGE,RESIDENCE/HOME,MALTBY ST & LOMBARD ST,"41.3160508, -72.89055929999999",2020-01-09T15:21:00Z,THU,8,20001320
LARCENY,PARKING LOT/GARAGE,191 SALTONSTALL AVE,"41.304931, -72.901408",2020-01-11T07:56:00Z,SAT,8,20001502
LARCENY,STREET/HIGHWAY/ALLEYWAY,105 JAMES ST,"41.305386, -72.9026268",2020-01-12T14:14:00Z,SUN,8,20001925
MOTOR VEHICLE THEFT,RESIDENCE/HOME,295 BLATCHLEY AVE,"41.3102495, -72.89924529999999",2020-01-07T11:27:00Z,TUE,8,20000941
MOTOR VEHICLE THEFT,RESIDENCE/HOME,111 CHAPEL ST,"41.3043116, -72.8965226",2020-01-09T10:59:00Z,THU,8,20001278
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,153 PINE ST,"41.3125069, -72.895657",2020-01-12T09:25:00Z,SUN,8,20001899
ROBBERY,STREET/HIGHWAY/ALLEYWAY,50 CLAY ST,"41.31050159999999, -72.89790889999999",2020-01-06T20:09:00Z,MON,8,20000878
ROBBERY,STREET/HIGHWAY/ALLEYWAY,719 GRAND AVE,"41.3083511, -72.9137138",2020-01-11T18:58:00Z,SAT,8,20001824
ROBBERY,PARKING LOT/GARAGE,185 GRAND AVE,"41.3092846, -72.8946268",2020-01-12T17:24:00Z,SUN,8,20001965
BURGLARY,RESIDENCE/HOME,1671 QUINNIPIAC AVE,"41.3315471, -72.8671712",2020-01-08T15:37:00Z,WED,9,20001175
INTIMIDATION WITH A WEAPON,SCHOOL-PRESCHOOL THRU 12TH,480 TOWNSEND AVE,"41.269836, -72.897509",2020-01-07T11:44:00Z,TUE,9,20000936
LARCENY,PARKING LOT/GARAGE,341 SMITH AVE,"41.3279278, -72.8743547",2020-01-07T11:50:00Z,TUE,9,20000944
LARCENY,RESIDENCE/HOME,31 PARDEE ST,"41.298083, -72.89140019999999",2020-01-08T18:17:00Z,WED,9,20001219
LARCENY,RESIDENCE/HOME,173 FULTON ST,"41.2968985, -72.8924775",2020-01-09T10:16:00Z,THU,9,20001271
LARCENY,OTHER/UNKNOWN,490 FOXON BLVD,"41.3205888, -72.8685788",2020-01-10T09:15:00Z,FRI,9,20001481
LARCENY,RESIDENCE/HOME,116 CLARENDON ST,"41.2820449, -72.8889082",2020-01-12T09:54:00Z,SUN,9,20001898
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,255 PEAT MEADOW RD,"41.2923275, -72.8893341",2020-01-07T20:30:00Z,TUE,9,20001043
ROBBERY,DEPARTMENT/DISCOUNT STORE,472 FOXON BLVD,"41.3214688, -72.8701019",2020-01-08T12:16:00Z,WED,9,20001136
INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,200 GOFFE ST,"41.3168356, -72.9371273",2020-01-12T22:40:00Z,SUN,10,20002001
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,215 WHALLEY AVE,"41.31602720000001, -72.9396127",2020-01-09T21:58:00Z,THU,10,20001443
MOTOR VEHICLE THEFT,SERVICE/GAS STATION,1 WHALLEY AVE,"41.3132707, -72.9330461",2020-01-12T18:05:00Z,SUN,10,20001968
ROBBERY,RESIDENCE/HOME,1497 ELLA T GRASSO BLVD,"41.3201443, -72.94889119999999",2020-01-06T03:42:00Z,MON,10,20000714
ROBBERY,RESIDENCE/HOME,363 SHERMAN AVE,"41.318663, -72.940707",2020-01-12T18:50:00Z,SUN,10,20001979
BURGLARY,SPECIALITY STORE,748 CHAPEL ST,"41.3047797, -72.92325579999999",2019-09-26T23:10:00Z,THU,1,19039100
BURGLARY,CONSTRUCTION SITE,45 EMERSON ST,"41.32809779999999, -72.9649493",2019-09-27T06:37:00Z,FRI,2,19039130
BURGLARY,ARENA/STADIUM/FAIRGROUNDS,45 YALE AVE,"41.3118578, -72.95729899999999",2019-09-28T09:23:00Z,SAT,2,19039324
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,21 POND LILY AVE,"41.3390185, -72.9759289",2019-09-29T02:28:00Z,SUN,2,19039435
LARCENY,RESIDENCE/HOME,120 KNOLLWOOD DR,"41.320729, -72.97385299999999",2019-09-23T14:07:00Z,MON,2,19038502
LARCENY,PARKING LOT/GARAGE,1601 WHALLEY AVE,"41.3345797, -72.9767176",2019-09-26T20:09:00Z,THU,2,19039083
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,25 HARD ST,"41.32993, -72.957548",2019-09-26T14:30:00Z,THU,2,19039028
ROBBERY,STREET/HIGHWAY/ALLEYWAY,175 FAIRFIELD ST,"41.329816, -72.97466059999999",2019-09-29T10:14:00Z,SUN,2,19039473
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,240 SARGENT DR,"41.2952462, -72.9241402",2019-09-23T21:57:00Z,MON,3,19038584
BURGLARY,GAMBLING/CASINO/RACETRACK,600 LONG WHARF DR,"41.2989773, -72.91237370000002",2019-09-28T05:04:00Z,SAT,3,19039301
INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,440 HOWARD AVE,"41.2930765, -72.9333194",2019-09-24T20:32:00Z,TUE,3,19038774
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,456 WASHINGTON AVE,"41.2975699, -72.93755879999999",2019-09-25T07:25:00Z,WED,3,19038810
FIREARM DISCHARGE,RESIDENCE/HOME,54 KENSINGTON ST,"41.31181369999999, -72.9397587",2019-09-27T03:08:00Z,FRI,4,19039112
LARCENY,STREET/HIGHWAY/ALLEYWAY,CHAPEL ST & ELLA T GRASSO BLVD,"41.3130093, -72.95202350000001",2019-09-27T11:19:00Z,FRI,4,19039154
ROBBERY,PARKING LOT/GARAGE,170 DERBY AVE,"41.3097978, -72.9524235",2019-09-25T20:48:00Z,WED,4,19038952
ROBBERY,CONVENIENCE STORE,1569 CHAPEL ST,"41.3124221, -72.9482247",2019-09-28T18:29:00Z,SAT,4,19039388
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,748 CONGRESS AVE,"41.2994289, -72.94153779999999",2019-09-29T20:58:00Z,SUN,5,19039542
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,2 THORN ST,"41.297058, -72.9407969",2019-09-28T04:54:00Z,SAT,5,19039300
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,120 SYLVAN AVE,"41.3040613, -72.9436344",2019-09-29T00:44:00Z,SUN,5,19039437
ROBBERY,LIQUOR STORE,150 HENRY ST,"41.3207522, -72.93592919999999",2019-09-28T20:21:00Z,SAT,6,19039401
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,423 DIXWELL AVE,"41.3246007, -72.9349549",2019-09-28T19:01:00Z,SAT,7,19039390
BURGLARY,RESIDENCE/HOME,380 SHELTON AVE,"41.33343199999999, -72.9311767",2019-09-28T07:00:00Z,SAT,7,19039290
FIREARM DISCHARGE,RESIDENCE/HOME,17 SHEPARD ST,"41.3318419, -72.9289217",2019-09-26T17:44:00Z,THU,7,19039069
LARCENY,RESIDENCE/HOME,64 EDWARDS ST,"41.3165588, -72.91181950000001",2019-09-23T07:56:00Z,MON,7,19038469
LARCENY,STREET/HIGHWAY/ALLEYWAY,1 E ROCK PARK RD,"41.3322084, -72.9110551",2019-09-23T12:22:00Z,MON,7,19038497
LARCENY,STREET/HIGHWAY/ALLEYWAY,MANSFIELD ST & HIGHLAND ST,"41.3286956, -72.9232304",2019-09-23T17:44:00Z,MON,7,19038573
LARCENY,PARKING LOT/GARAGE,937 STATE ST,"41.3147268, -72.91087399999999",2019-09-28T16:18:00Z,SAT,7,19039367
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,FOSTER ST & COTTAGE ST,"41.3188492, -72.9110324",2019-09-24T15:34:00Z,TUE,7,19038710
ROBBERY,LIQUOR STORE,671 DIXWELL AVE,"41.3313235, -72.9349703",2019-09-24T22:54:00Z,TUE,7,19038766
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,664 GRAND AVE,"41.30817529999999, -72.9127429",2019-09-26T18:15:00Z,THU,8,19039073
LARCENY,STREET/HIGHWAY/ALLEYWAY,219 POPLAR ST,"41.3078523, -72.8966311",2019-09-24T07:31:00Z,TUE,8,19038611
LARCENY,PARKING LOT/GARAGE,291 FERRY ST,"41.3078564, -72.8949678",2019-09-23T08:27:00Z,MON,8,19038362
LARCENY,STREET/HIGHWAY/ALLEYWAY,262 GRAND AVE,"41.308608, -72.8977225",2019-09-23T10:21:00Z,MON,8,19038478
LARCENY,STREET/HIGHWAY/ALLEYWAY,262 LLOYD ST,"41.3094711, -72.9013631",2019-09-28T06:45:00Z,SAT,8,19039311
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,113 GRAND AVE,"41.3095198, -72.891915",2019-09-27T10:18:00Z,FRI,8,19039145
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,545 EAST ST,"41.3141499, -72.9089013",2019-09-27T08:46:00Z,FRI,8,19039162
ROBBERY,STREET/HIGHWAY/ALLEYWAY,156 BLATCHLEY AVE,"41.305791, -72.89923809999999",2019-09-25T20:13:00Z,WED,8,19038951
BURGLARY,RESIDENCE/HOME,466 MIDDLETOWN AVE,"41.330236, -72.876972",2019-09-26T14:16:00Z,THU,9,19039031
MOTOR VEHICLE THEFT,RENTAL STORAGE FACILITY,155 BURR ST,"41.2688681, -72.89117569999999",2019-09-25T09:33:00Z,WED,9,19038844
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,E GRAND AVE & QUINNIPIAC AV,"41.3082514, -72.8862312",2019-09-25T15:22:00Z,WED,9,19038900
MOTOR VEHICLE THEFT,RESIDENCE/HOME,869 QUINNIPIAC AVE,"41.3118663, -72.8806474",2019-09-26T17:23:00Z,THU,9,19039057
ROBBERY,SCHOOL-PRESCHOOL THRU 12TH,1481 QUINNIPIAC AVE,"41.3268889, -72.8692914",2019-09-24T20:47:00Z,TUE,9,19038756
ROBBERY,STREET/HIGHWAY/ALLEYWAY,90 ESSEX ST,"41.3186924, -72.87423249999999",2019-09-24T21:53:00Z,TUE,9,19038783
ROBBERY,STREET/HIGHWAY/ALLEYWAY,5 EMILY RD,"41.32384930000001, -72.8762747",2019-09-29T00:22:00Z,SUN,9,19039418
BURGLARY,SPECIALITY STORE,223 WHALLEY AVE,"41.3161005, -72.93989719999999",2019-09-23T18:07:00Z,MON,10,19038552
BURGLARY,SCHOOL-PRESCHOOL THRU 12TH,777 ELM ST,"41.316906, -72.9472208",2019-09-23T08:17:00Z,MON,10,19038459
BURGLARY,RESIDENCE/HOME,19 WHITTLESEY AVE,"41.321374, -72.951116",2019-09-27T08:54:00Z,FRI,10,19039134
BURGLARY,RESIDENCE/HOME,233 BLAKE ST,"41.3259238, -72.9524005",2019-09-27T10:39:00Z,FRI,10,19039141
INTIMIDATION WITH A WEAPON,CONVENIENCE STORE,81 WHALLEY AVE,"41.3144525, -72.9352759",2019-09-28T11:55:00Z,SAT,10,19039338
LARCENY,RESIDENCE/HOME,108 COLONY RD,"41.3253141, -72.9453876",2019-09-24T17:43:00Z,TUE,10,19038744
BURGLARY,RESIDENCE/HOME,116 COURT ST,"41.305951, -72.92282399999999",2020-03-30T08:12:00Z,MON,1,20014230
BURGLARY,OTHER/UNKNOWN,49 HIGH ST,"41.307676, -72.93032869999999",2020-03-31T09:48:00Z,TUE,1,20014309
BURGLARY,RESIDENCE/HOME,224 SAINT JOHN ST,"41.3065036, -72.9160191",2020-04-01T16:29:00Z,WED,1,20014408
BURGLARY,COMMERCIAL/OFFICE BLDG,12 TRUMBULL ST,"41.3109701, -72.91821089999999",2020-04-03T00:09:00Z,FRI,1,20014547
LARCENY,STREET/HIGHWAY/ALLEYWAY,311 GREENE ST,"41.3061637, -72.9179985",2020-03-30T10:36:00Z,MON,1,20014239
LARCENY,STREET/HIGHWAY/ALLEYWAY,CROWN ST & YORK ST,"41.30721, -72.93250809999999",2020-04-02T11:44:00Z,THU,1,20014487
AGGRAVATED ASSAULT,RESIDENCE/HOME,524 VALLEY ST,"41.3370022, -72.9729265",2020-04-02T15:53:00Z,THU,2,20014509
ROBBERY,DEPARTMENT/DISCOUNT STORE,1312 WHALLEY AVE,"41.3311231, -72.9737722",2020-04-01T17:57:00Z,WED,2,20014436
BURGLARY,RESIDENCE/HOME,136 MORRIS ST,"41.2924715, -72.9398727",2020-04-03T23:06:00Z,FRI,3,20014628
FIREARM DISCHARGE,RESIDENCE/HOME,36 CASSIUS ST,"41.2920942, -72.9318142",2020-04-04T20:34:00Z,SAT,3,20014697
INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,153 HOWARD AVE,"41.2854831, -72.9304641",2020-04-04T13:25:00Z,SAT,3,20014658
LARCENY,STREET/HIGHWAY/ALLEYWAY,26 HALLOCK AVE,"41.2837588, -72.9291465",2020-04-02T08:48:00Z,THU,3,20014477
LARCENY,PARKING LOT/GARAGE,1574 CHAPEL ST,"41.31206630000001, -72.9490555",2020-04-03T07:57:00Z,FRI,4,20014560
LARCENY,PARKING LOT/GARAGE,74 DWIGHT ST,"41.3081128, -72.9384668",2020-04-03T12:03:00Z,FRI,4,20014577
MOTOR VEHICLE THEFT,RENTAL STORAGE FACILITY,408 CROWN ST,"41.3082118, -72.9357218",2020-03-31T09:14:00Z,TUE,4,20014304
MOTOR VEHICLE THEFT,GROCERY/SUPERMARKET,150 WHALLEY AVE,"41.3143458, -72.93775169999999",2020-04-02T20:55:00Z,THU,4,20014532
ROBBERY,CHURCH/SYNAGOGUE/TEMPLE,36 LYNWOOD PL,"41.311251, -72.9331838",2020-03-31T19:02:00Z,TUE,4,20014349
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,27 ANN ST,"41.3005179, -72.9419829",2020-04-05T22:22:00Z,SUN,5,20014776
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,698 CONGRESS AVE,"41.2996269, -72.9405699",2020-03-31T22:43:00Z,TUE,5,20014369
BURGLARY,RESIDENCE/HOME,730 PROSPECT ST,"41.3324432, -72.9233096",2020-03-30T03:23:00Z,MON,7,20014226
BURGLARY,RESIDENCE/HOME,23 HARDING PL,"41.3277309, -72.9362663",2020-03-31T11:13:00Z,TUE,7,20014317
BURGLARY,RESIDENCE/HOME,258 BASSETT ST,"41.3323544, -72.9361199",2020-04-04T07:07:00Z,SAT,7,20014641
FIREARM DISCHARGE,RESIDENCE/HOME,71 READ ST,"41.3330614, -72.927993",2020-04-02T23:36:00Z,THU,7,20014543
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,127 THOMPSON ST,"41.32785459999999, -72.9322341",2020-04-03T23:24:00Z,FRI,7,20014627
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,SHERMAN AVE & WILLIS,"41.332033, -72.937905",2020-04-04T22:05:00Z,SAT,7,20014689
